Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,,,,,,
2015-01-05,,,,,,
2015-01-07,136.699997,138.332993,135.5,135.5,126.019981,2939718.0
2015-01-08,137.199997,139.699997,137.067001,139.0,129.275101,2395878.0
2015-01-09,,,,,,
2015-01-12,,,,,,
2015-01-13,142.667007,144.600006,141.932999,144.100006,134.018311,2337828.0
2015-01-14,,,,,,
2015-01-15,,,,,,
2015-01-16,,,,,,
2015-01-19,145.300003,145.300003,143.533005,144.600006,134.483307,1456701.0
2015-01-20,,,,,,
2015-01-21,,,,,,
2015-01-22,148.399994,149.800003,146.867004,149.600006,139.133514,2379714.0
2015-01-23,,,,,,
2015-01-26,,,,,,
2015-01-27,150.533005,151.0,146.932999,148.432999,138.048157,3313908.0
2015-01-28,,,,,,
2015-01-29,150.432999,150.800003,149.266998,150.332993,139.815201,1635792.0
2015-01-30,151.0,152.132996,150.067001,150.766998,140.218842,2536995.0
2015-02-02,,,,,,
2015-02-03,150.699997,152.067001,150.067001,151.733002,141.117279,2218014.0
2015-02-04,152.033005,153.432999,149.800003,150.332993,139.815201,3376992.0
2015-02-05,151.699997,155.800003,151.167007,153.167007,142.450958,4845225.0
2015-02-06,153.567001,154.699997,152.667007,154.233002,143.442352,2751807.0
2015-02-09,,,,,,
2015-02-10,,,,,,
2015-02-11,,,,,,
2015-02-12,,,,,,
2015-02-13,163.0,163.466995,161.766998,161.966995,150.635254,2317482.0
2015-02-16,162.0,162.300003,160.632996,162.100006,150.758957,1542831.0
2015-02-17,162.067001,162.367004,159.766998,159.966995,148.775192,1962366.0
2015-02-18,,,,,,
2015-02-19,161.233002,163.867004,160.533005,163.300003,151.875,2184102.0
2015-02-20,,,,,,
2015-02-23,164.667007,166.167007,163.533005,165.300003,153.735077,1751976.0
2015-02-24,,,,,,
2015-02-25,163.600006,165.399994,163.332993,164.832993,153.300735,1616481.0
2015-02-26,164.966995,166.199997,164.5,166.100006,154.479095,1794771.0
2015-02-27,,,,,,
2015-03-02,167.167007,167.332993,164.266998,164.966995,153.425369,2090475.0
2015-03-03,,,,,,
2015-03-04,,,,,,
2015-03-05,162.966995,163.399994,161.167007,161.167007,149.891251,2738592.0
2015-03-06,,,,,,
2015-03-09,,,,,,
2015-03-10,,,,,,
2015-03-11,161.432999,165.932999,161.266998,165.632996,154.04478500000002,2961990.0
2015-03-12,,,,,,
2015-03-13,,,,,,
2015-03-16,,,,,,
2015-03-17,,,,,,
2015-03-18,,,,,,
2015-03-19,,,,,,
2015-03-20,,,,,,
2015-03-23,,,,,,
2015-03-24,169.667007,171.832993,169.167007,171.667007,159.656631,1146174.0
2015-03-25,,,,,,
2015-03-26,,,,,,
2015-03-27,,,,,,
2015-03-30,,,,,,
2015-03-31,172.667007,174.832993,171.332993,171.332993,159.345993,2549343.0
2015-04-01,,,,,,
2015-04-02,,,,,,
2015-04-07,173.0,173.0,173.0,173.0,160.896362,0.0
2015-04-08,176.167007,177.667007,175.332993,177.332993,164.926208,1861677.0
2015-04-09,178.167007,180.167007,177.5,180.167007,167.561951,1920684.0
2015-04-10,,,,,,
2015-04-13,,,,,,
2015-04-14,183.0,183.832993,181.0,181.832993,169.111374,1351248.0
2015-04-15,181.832993,183.332993,181.5,181.832993,169.111374,1285890.0
2015-04-16,181.832993,182.167007,179.167007,179.832993,167.251282,1724904.0
2015-04-17,,,,,,
2015-04-20,,,,,,
2015-04-21,,,,,,
2015-04-22,181.0,181.5,177.167007,178.332993,165.856247,2811564.0
2015-04-23,177.832993,179.667007,175.832993,177.332993,164.926208,2309349.0
2015-04-24,178.167007,180.0,176.5,179.332993,166.78628500000002,2102304.0
2015-04-27,,,,,,
2015-04-28,176.667007,178.332993,171.167007,171.667007,159.656631,4340355.0
2015-04-29,,,,,,
2015-04-30,,,,,,
2015-05-04,161.632996,161.632996,161.632996,161.632996,150.324631,0.0
2015-05-05,166.367004,167.832993,164.233002,165.300003,153.735077,4202586.0
